  -1.5707963267948966e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -2.0818995585505007e-14	  -1.8000000000000000e+02	   1.5999999999999997e+02	
  -1.5707963267948966e+00	   0.0000000000000000e+00	   1.0000000000000001e-01	  -1.9214260496182293e-14	  -1.7875104131950644e+02	   1.8495835416170704e+02	
  -1.5707963267948966e+00	   0.0000000000000000e+00	   2.0000000000000001e-01	  -1.7472606064383821e-14	  -1.7501664446031043e+02	   2.0966733269876528e+02	
  -1.5707963267948966e+00	   0.0000000000000000e+00	   3.0000000000000004e-01	  -1.5611434325477714e-14	  -1.6883412228140151e+02	   2.3388005166533489e+02	
  -1.5707963267948966e+00	   0.0000000000000000e+00	   4.0000000000000002e-01	  -1.3649341492257533e-14	  -1.6026524850072127e+02	   2.5735458557716265e+02	
  -1.5707963267948966e+00	   0.0000000000000000e+00	   5.0000000000000000e-01	  -1.1605932147731161e-14	  -1.4939564047259319e+02	   2.7985638465105075e+02	
  -1.5707963267948966e+00	   0.0000000000000000e+00	   6.0000000000000009e-01	  -9.5016233626077755e-15	  -1.3633390372741957e+02	   3.0116061834875887e+02	
  -1.5707963267948966e+00	   0.0000000000000000e+00	   7.0000000000000007e-01	  -7.3574406946763388e-15	  -1.2121054682112212e+02	   3.2105442180942282e+02	
  -1.5707963267948966e+00	   0.0000000000000000e+00	   8.0000000000000004e-01	  -5.1948081083822546e-15	  -1.0417667733679137e+02	   3.3933902272488069e+02	
  -1.5707963267948966e+00	   0.0000000000000000e+00	   9.0000000000000002e-01	  -3.0353339136564820e-15	  -8.5402492067666103e+01	   3.5583172740687087e+02	
  -1.5707963267948966e+00	   0.0000000000000000e+00	   1.0000000000000000e+00	  -9.0059486282546450e-16	  -6.5075576467034963e+01	   3.7036774620197411e+02	
  -1.5707963267948966e+00	   0.0000000000000000e+00	   1.1000000000000001e+00	   1.1880794371658132e-15	  -4.3399030356394363e+01	   3.8280184001535883e+02	
  -1.5707963267948966e+00	   0.0000000000000000e+00	   1.2000000000000002e+00	   3.2098196431357598e-15	  -2.0589438619168376e+01	   3.9300977149180659e+02	
  -1.5707963267948966e+00	   0.0000000000000000e+00	   1.3000000000000000e+00	   5.1444251952447866e-15	   3.1252928438531313e+00	   4.0088954635429820e+02	
  -1.5707963267948966e+00	   0.0000000000000000e+00	   1.4000000000000001e+00	   6.9725661543117933e-15	   2.7508214274939768e+01	   4.0636243249711504e+02	
  -1.5707963267948966e+00	   0.0000000000000000e+00	   1.5000000000000000e+00	   8.6759763401768382e-15	   5.2315699583074249e+01	   4.0937374665101362e+02	
  -1.5707963267948966e+00	   1.0000000000000001e-01	   0.0000000000000000e+00	  -1.8285120167037114e-14	  -1.6277769465601395e+02	   1.8415902060619115e+02	
  -1.5707963267948966e+00	   1.0000000000000001e-01	   1.0000000000000001e-01	  -1.6543465735238643e-14	  -1.5904329779681788e+02	   2.0886799914324939e+02	
  -1.5707963267948966e+00	   1.0000000000000001e-01	   2.0000000000000001e-01	  -1.4682293996332533e-14	  -1.5286077561790901e+02	   2.3308071810981897e+02	
  -1.5707963267948966e+00	   1.0000000000000001e-01	   3.0000000000000004e-01	  -1.2720201163112353e-14	  -1.4429190183722875e+02	   2.5655525202164671e+02	
  -1.5707963267948966e+00	   1.0000000000000001e-01	   4.0000000000000002e-01	  -1.0676791818585984e-14	  -1.3342229380910069e+02	   2.7905705109553486e+02	
